OBJECTID_12,Join_Count,TARGET_FID,CT20,LABEL,NAME,SUP_NAME,DIST_SUP,CITYNAME_ALF,NAME_1,JURISDICTION,AREA_NUM,AREA_NAME,Shape__Area,Shape__Length
1063,1,1063,293307,2933.07,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,491886.3945,3362.762637
1064,2,1064,294110,2941.1,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,1436114.934,6124.606613
1065,2,1065,294120,2941.2,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,2266146.313,6280.578853
1066,2,1066,294200,2942,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,1384592.891,4735.24008
1067,2,1067,294301,2943.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,1035122.004,4286.744024
1068,1,1068,294302,2943.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,1219598.516,5376.525445
1069,2,1069,294410,2944.1,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,1210393.387,4623.428015
1070,2,1070,294421,2944.21,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,977270.6797,6032.292429
1071,1,1071,294510,2945.1,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,752172.207,3615.627011
1072,1,1072,294520,2945.2,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,702609.1523,3500.589069
1073,1,1073,294610,2946.1,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,1195716.906,4389.41189
1074,1,1074,294620,2946.2,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,1221541.832,4656.651401
1075,1,1075,294701,2947.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,2545212.984,7285.654323
1076,1,1076,294810,2948.1,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,465056.8164,2779.331654
1077,1,1077,294820,2948.2,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,556517.7227,3012.53086
1078,1,1078,294830,2948.3,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,1285385.297,5025.824524
1079,1,1079,294900,2949,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,935257.2617,5004.032885
1080,1,1080,295103,2951.03,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,2985380.586,9373.05829
1081,1,1081,296210,2962.1,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,811365.418,3525.049001
1082,1,1082,296220,2962.2,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,777677.8594,3522.067194
1083,1,1083,296300,2963,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,1541218.879,6250.495089
1084,1,1084,296401,2964.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,1432524.992,5223.272174
1085,1,1085,296402,2964.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,1516735.445,6258.49971
1086,1,1086,296500,2965,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,1317703.09,5094.485079
1087,1,1087,296600,2966,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,1220702.398,4504.14747
1088,1,1088,296901,2969.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,894839.0742,4162.417084
1089,1,1089,296902,2969.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,714853.668,4400.584461
1090,1,1090,297001,2970.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,992070.2305,5462.455762
1091,1,1091,297002,2970.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,1111377.949,4578.191961
1092,1,1092,297110,2971.1,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,706695.8438,3362.750381
1093,1,1093,297120,2971.2,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,617479.6406,3706.332237
1094,1,1094,297201,2972.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,585484.3984,3038.635174
1095,1,1095,297202,2972.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,834517.4727,3663.850411
1096,1,1096,297300,2973,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,3473324.977,9664.390741
1097,1,1097,297400,2974,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,4417858.418,9554.535494
1098,1,1098,297501,2975.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,4768525.648,10318.5271
1099,1,1099,297502,2975.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,1393722.371,6451.274766
1100,1,1100,297601,2976.01,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,3697678.66,12258.53244
1101,1,1101,297602,2976.02,4TH SUP. DISTRICT,4TH DISTRICT: JANICE HAHN,4,LOS ANGELES,,INCORPORATED CITY,11,South Bay Planning Area,901419.7891,4520.897188
1102,1,1102,300100,3001,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,,LA CRESCENTA - MONTROSE,UNINCORPORATED AREA,1,West San Gabriel Valley Planning Area,6762583.121,11523.54253
1103,1,1103,300200,3002,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,,LA CRESCENTA - MONTROSE,UNINCORPORATED AREA,3,West San Gabriel Valley Planning Area,2865626.273,8208.996045
1104,1,1104,300301,3003.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,1,San Fernando Valley Planning Area,9095430.25,15527.61614
1105,1,1105,300400,3004,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,2945791.254,8802.266685
1106,1,1106,300501,3005.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,,LA CRESCENTA - MONTROSE,UNINCORPORATED AREA,3,West San Gabriel Valley Planning Area,1847789.078,7553.876038
1107,1,1107,300503,3005.03,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,,LA CRESCENTA - MONTROSE,UNINCORPORATED AREA,3,West San Gabriel Valley Planning Area,1588110.23,6713.196575
1108,1,1108,300601,3006.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1080485.344,6410.886801
1109,1,1109,300602,3006.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,2237153.957,9350.383342
1110,1,1110,300701,3007.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,19651506.29,23839.00726
1111,1,1111,300702,3007.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,16835394.45,24822.94281
1112,1,1112,300800,3008,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,8990299.523,17208.45839
1113,1,1113,300901,3009.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,10180268.09,15955.16701
1114,2,1114,300902,3009.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,6440339.125,13621.54448
1115,2,1115,301000,3010,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,3030691.082,7786.803583
1116,1,1116,301100,3011,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1969101.93,6794.940147
1117,1,1117,301203,3012.03,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,801622.8984,3876.90155
1118,1,1118,301204,3012.04,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,598714.1289,3200.213036
1119,1,1119,301205,3012.05,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1132417.883,4717.883598
1120,1,1120,301206,3012.06,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1212994.395,4927.498644
1121,1,1121,301300,3013,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1706120.449,7301.239374
1122,1,1122,301400,3014,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,2340598.922,7056.166525
1123,1,1123,301501,3015.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,884699.2031,5194.409391
1124,1,1124,301502,3015.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,989933.293,5591.668897
1125,2,1125,301601,3016.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,3307476.434,9625.157574
1126,1,1126,301602,3016.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1456895.891,5713.399064
1127,1,1127,301701,3017.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1364411.383,5713.978113
1128,2,1128,301702,3017.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1213563.793,4550.045228
1129,1,1129,301801,3018.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1058849.629,4108.506678
1130,1,1130,301802,3018.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,701169.6406,3483.572414
1131,1,1131,301901,3019.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,672228.1406,3606.903108
1132,1,1132,301902,3019.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,934381.3164,4703.712679
1133,1,1133,302002,3020.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,735951.1836,3546.498926
1134,1,1134,302003,3020.03,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,347168.3477,2441.306661
1135,1,1135,302004,3020.04,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,497374.5586,2845.906545
1136,2,1136,302102,3021.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1515365.273,6736.275591
1137,1,1137,302103,3021.03,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,805966.6406,3525.704109
1138,2,1138,302104,3021.04,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,833415.3047,4525.525339
1139,1,1139,302201,3022.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,728365.5039,3933.598023
1140,1,1140,302202,3022.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,748621.1875,4035.371038
1141,1,1141,302301,3023.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1025334.379,4861.411931
1142,1,1142,302302,3023.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,926410.1758,4449.146061
1143,2,1143,302401,3024.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,2006892.832,6640.652518
1144,1,1144,302503,3025.03,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,477967.8398,3669.699956
1145,1,1145,302504,3025.04,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,551918.8867,4218.614806
1146,2,1146,302505,3025.05,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,784158.418,5785.126018
1147,2,1147,302506,3025.06,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDALE,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1325882.438,5541.25759
1148,1,1148,310100,3101,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,19226060.48,21176.4635
1149,1,1149,310201,3102.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1611922.145,5159.077091
1150,1,1150,310202,3102.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1327201.316,4962.889668
1151,1,1151,310300,3103,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1555136.059,6866.634021
1152,1,1152,310400,3104,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,2061711.492,7497.968929
1153,1,1153,310501,3105.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,2880279.02,9205.805072
1154,1,1154,310601,3106.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1505810.773,6938.225624
1155,1,1155,310602,3106.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1305460.43,5138.196552
1156,1,1156,310701,3107.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,754961.9414,4394.749888
1157,1,1157,310703,3107.03,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1456947.191,5947.300684
1158,1,1158,310704,3107.04,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,725451.4844,3580.031707
1159,1,1159,310705,3107.05,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,815794.2383,3746.740173
1160,1,1160,310800,3108,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,3141546.906,8680.251493
1161,1,1161,310900,3109,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,3183105.176,7903.961626
1162,1,1162,311000,3110,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1937426.461,5769.859262
1163,1,1163,311100,3111,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,2497575.18,6656.327944
1164,1,1164,311200,3112,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1448391.285,5163.78083
1165,1,1165,311300,3113,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1789546.313,5431.692643
1166,1,1166,311400,3114,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1375058.492,5610.103716
1167,1,1167,311500,3115,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,2190908.426,5923.690942
1168,1,1168,311601,3116.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,2496002.664,6891.246487
1169,1,1169,311602,3116.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1626128.434,6347.997486
1170,1,1170,311700,3117,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,3445013.973,7705.41002
1171,1,1171,311801,3118.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,887676.1445,4455.827633
1172,1,1172,311802,3118.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,BURBANK,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1206643.102,4607.888367
1173,1,1173,320101,3201.01,3RD SUP. DISTRICT,3RD DISTRICT: SHEILA KUEHL,3,SAN FERNANDO,,INCORPORATED CITY,3,San Fernando Valley Planning Area,999605.3047,4004.715925
1174,1,1174,320102,3201.02,3RD SUP. DISTRICT,3RD DISTRICT: SHEILA KUEHL,3,SAN FERNANDO,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1800452.707,6041.410406
1175,1,1175,320201,3202.01,3RD SUP. DISTRICT,3RD DISTRICT: SHEILA KUEHL,3,SAN FERNANDO,,INCORPORATED CITY,3,San Fernando Valley Planning Area,1349862.539,6079.369034
1176,1,1176,320202,3202.02,3RD SUP. DISTRICT,3RD DISTRICT: SHEILA KUEHL,3,SAN FERNANDO,,INCORPORATED CITY,3,San Fernando Valley Planning Area,2371930.707,6841.742053
1177,1,1177,320300,3203,3RD SUP. DISTRICT,3RD DISTRICT: SHEILA KUEHL,3,SAN FERNANDO,,INCORPORATED CITY,3,San Fernando Valley Planning Area,2517804.066,6773.974801
1178,1,1178,400205,4002.05,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,CLAREMONT,,INCORPORATED CITY,1,East San Gabriel Valley Planning Area,34964562.38,31199.44932
1179,1,1179,400206,4002.06,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,CLAREMONT,,INCORPORATED CITY,6,East San Gabriel Valley Planning Area,4905997.855,11753.79656
1180,1,1180,400207,4002.07,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,LA VERNE,,INCORPORATED CITY,1,East San Gabriel Valley Planning Area,7357281.512,20815.16577
1181,1,1181,400208,4002.08,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,LA VERNE,,INCORPORATED CITY,6,East San Gabriel Valley Planning Area,1203096.781,5098.917509
1182,1,1182,400209,4002.09,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,LA VERNE,,INCORPORATED CITY,6,East San Gabriel Valley Planning Area,10044302.05,14966.56932
1183,2,1183,400304,4003.04,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,SAN DIMAS,,INCORPORATED CITY,6,East San Gabriel Valley Planning Area,4593762.738,12365.58236
1184,1,1184,400402,4004.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDORA,,INCORPORATED CITY,6,East San Gabriel Valley Planning Area,6414813.688,14929.86377
1185,1,1185,400403,4004.03,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,SAN DIMAS,,INCORPORATED CITY,1,East San Gabriel Valley Planning Area,19219423.96,21775.48123
1186,1,1186,400404,4004.04,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDORA,,INCORPORATED CITY,1,East San Gabriel Valley Planning Area,23665266.2,26071.70586
1187,2,1187,400501,4005.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDORA,,INCORPORATED CITY,1,East San Gabriel Valley Planning Area,17206344.63,20010.10902
1188,1,1188,400602,4006.02,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,AZUSA,,INCORPORATED CITY,6,East San Gabriel Valley Planning Area,2258136.152,8085.567255
1189,2,1189,400603,4006.03,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,AZUSA,,INCORPORATED CITY,1,East San Gabriel Valley Planning Area,13448701.6,23944.44032
1190,2,1190,400605,4006.05,1ST SUP. DISTRICT,1ST DISTRICT: HILDA L. SOLIS,1,AZUSA,,INCORPORATED CITY,1,East San Gabriel Valley Planning Area,7273587.637,13672.77904
1191,2,1191,400801,4008.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDORA,COVINA ISLANDS,INCORPORATED/UNINCORPORATED,6,East San Gabriel Valley Planning Area,5247201.492,9775.420846
1192,1,1192,401001,4010.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDORA,,INCORPORATED CITY,6,East San Gabriel Valley Planning Area,2121886.102,5827.229155
1193,1,1193,401002,4010.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDORA,,INCORPORATED CITY,6,East San Gabriel Valley Planning Area,2156335.379,5863.786519
1194,1,1194,401101,4011.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDORA,,INCORPORATED CITY,6,East San Gabriel Valley Planning Area,4411072.551,9245.613557
1195,1,1195,401102,4011.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDORA,,INCORPORATED CITY,6,East San Gabriel Valley Planning Area,1875933.656,5875.129038
1196,1,1196,401201,4012.01,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDORA,,INCORPORATED CITY,6,East San Gabriel Valley Planning Area,3426784.133,8677.781732
1197,1,1197,401202,4012.02,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDORA,,INCORPORATED CITY,6,East San Gabriel Valley Planning Area,4655034.902,9537.791021
1198,1,1198,401203,4012.03,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,GLENDORA,,INCORPORATED CITY,6,East San Gabriel Valley Planning Area,2785593.508,6944.161997
1199,2,1199,401303,4013.03,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,SAN DIMAS,,INCORPORATED CITY,6,East San Gabriel Valley Planning Area,8479375.266,15860.70803
1200,2,1200,401304,4013.04,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,SAN DIMAS,,INCORPORATED CITY,6,East San Gabriel Valley Planning Area,14442743.64,26139.75338
1201,1,1201,401311,4013.11,5TH SUP. DISTRICT,5TH DISTRICT: KATHRYN BARGER,5,SAN DIMAS,,INCORPORATED CITY,6,East San Gabriel Valley Planning Area,6257007.699,11606.7789
